"Wind Direction [deg]";"Wave Direction w.r.t. wind [deg]";"Wave Period [s]";"Significant Wave Height [m]";"Standard Deviation of Streamwise Wind [m/s]";"Wind Speed [m/s]"
6.8542615845076487e+00;3.7102560153975245e-01;8.3850723794003148e+00;1.1282473066087266e+00;1.1587269177070993e+00;5.9227751253498893e+00
4.6656562136921611e+00;3.5609928305134353e-01;1.2807857062704780e+01;2.0479819138725213e+00;1.3676502301030606e+00;5.0041593204458357e+00
6.9680649061611852e+00;3.8803026641531102e-01;5.9991288525293971e+00;3.8369918465259589e-01;1.0272959845281657e+00;5.8861686935070647e+00
5.9598637539527699e+00;1.7910522029621903e-01;8.0731177573823789e+00;1.8622064469790027e+00;9.1980862309818090e-01;4.6886663486819558e+00
3.3092863182709107e+00;-2.4359914219855519e-01;8.5117517407950789e+00;3.9318435914362730e+00;2.0693979504393951e+00;1.5943512624522839e+01
4.8765965377615101e+00;1.1693847497593177e+00;7.0589037813595255e+00;1.0011209716344660e+00;1.0180979680508557e+00;4.0233086800168465e+00
1.6541583426694930e+00;9.2881168609898745e-01;1.2724120480666359e+01;1.3885448744394417e+00;1.3591621811617545e+00;7.1138022311402871e+00
3.5913413548379798e+00;2.5354496525514305e+00;1.4870103523605755e+01;5.8470946084647260e+00;2.3961538933832922e+00;1.6247372311120941e+01
3.6911947869320783e-01;2.0874044629648427e+00;9.9555899128037773e+00;2.5916436569458225e+00;2.1837361568025964e+00;1.6287867497452876e+01
4.3752608019338912e-01;4.2048274943651853e-01;5.8780895944125326e+00;6.8316656437076273e-01;5.2287682882646092e-01;1.3477432231104678e+00
4.0743902333836607e-01;-6.2543241725163823e-01;9.0234820615031186e+00;1.6457304161988158e+00;9.2393938547480914e-01;3.9812621053793453e+00
-1.8675191479908713e+00;3.5693125318678742e+00;1.1977833771491952e+01;2.0017523098670291e+00;1.9150269717319435e+00;1.1312726063152841e+01
2.9196167808971998e+00;-5.1263751643849065e-01;8.5924942774548576e+00;2.5933016936177684e+00;1.1785512371454003e+00;9.9175008812776078e+00
-1.1465449629418784e-01;3.1158762558727711e+00;1.1835556217706159e+01;3.2421694235835199e+00;1.9417447738475206e+00;1.3313281775786550e+01
1.6683618616651756e+00;1.4292404010034954e-02;5.9797494172097307e+00;1.0711280340452256e+00;1.3256534405870681e+00;8.1144061643369572e+00
2.6709962853374503e+00;1.7335274162828314e+00;1.2341906155108923e+01;1.6998288196647033e+00;1.8592005661518349e+00;1.1375815806655837e+01
-3.5151893922200556e-02;1.6987468281265944e-01;1.4264140086751786e+01;1.7451641950687700e+00;1.1829246185957878e+00;7.4942131492882371e+00
6.8972783046665347e+00;1.9186294441754848e-01;1.2760795482895308e+01;3.1225947400908085e+00;1.5317840500044309e+00;7.8134268177803392e+00
2.5589910257501236e+00;2.2630685617836782e-01;1.7203900696306853e+01;1.2635477252763039e+00;9.2816054273379178e-01;5.9055174152276422e+00
-3.1665423656503711e-01;-2.5139812151696100e-01;8.9125664047883166e+00;4.7290924216415728e+00;2.8348153545201162e+00;2.1894089756968100e+01
3.1982830994364706e+00;4.0048449201757480e-01;7.0234871115614244e+00;9.0448548349539259e-01;6.6859561524209499e-01;3.3440624948488527e+00
4.8910841400913307e+00;1.7298466069801155e+00;1.3272333088415609e+01;2.1945726391683609e+00;1.5535316484226378e+00;6.3522955797044807e+00
5.2801040175481688e+00;7.7629236283835445e-01;1.1979925915642879e+01;7.6163935597521248e-01;1.1222629968858535e+00;7.9569992516915775e+00
-1.7400005577545077e-01;2.9399269126945082e+00;1.1985766445738822e+01;2.3270223875235261e+00;1.8174301255825973e+00;1.2270677440823498e+01
2.8315135137127057e-01;2.9382268759905239e+00;1.1251018526900149e+01;3.0531863291132462e+00;2.2673210072935461e+00;1.6411868055743767e+01
-1.4452209532462184e+00;1.8669329689965817e+00;6.6676705576090809e+00;1.6324955160144543e+00;1.3541120448850892e+00;8.2398411175777557e+00
4.6457773717225441e+00;2.7520881853890589e-01;1.5170778471692858e+01;3.0995410968415120e+00;1.1993448513990730e+00;7.7345684734575961e+00
-1.9873702368331381e+00;2.5261629702855160e-01;1.1999494698049611e+01;1.9773685963050718e+00;2.1158847428706111e+00;1.2318429695422129e+01
8.5153488993859003e+00;4.1880452845910165e-01;1.6563195164189253e+01;1.8085791855558790e+00;7.7726523908375578e-01;4.9672298082883515e+00
-9.6892522077678123e-01;3.4000288958829000e-01;1.0678166488302608e+01;2.0535067692089708e+00;1.7547409648772150e+00;9.7337855170939385e+00
2.7531472462990036e-02;-1.1615404190955210e-01;1.1964225837658340e+01;1.9491908765240220e+00;2.3009318315269516e+00;1.6687028424531661e+01
3.7335278647507266e+00;2.3342739784164506e+00;1.1617089124080474e+01;1.5898850130971036e+00;1.5773132940332215e+00;8.8796248182885034e+00
3.3469637763362687e+00;1.7539066271864034e-01;1.1430741861036354e+01;1.8850530615554764e+00;1.4258771966770827e+00;1.0097025414949416e+01
4.0435384951774829e+00;2.7466614270101830e-01;1.2049791963603230e+01;4.0671546331854032e+00;2.3352797079722434e+00;1.4913714702922711e+01
2.9319819567658092e+00;2.4563171703542783e-01;1.2327286823665293e+01;3.3813238103539280e+00;2.4408493073305544e+00;1.5348149453860009e+01
-5.6631316753967165e-01;1.0150449506560879e+00;1.3333285678745410e+01;1.5070473460456961e+00;2.1426873621839815e+00;1.2869067206475838e+01
3.5286058056082790e+00;2.9703711429536526e+00;1.0372028015433004e+01;4.5206187882756597e+00;2.2078825062487528e+00;1.7385398719708075e+01
-1.5038175479915450e+00;2.8263808188545014e-01;6.4026120123609971e+00;1.2352845700117718e+00;1.1285330030393690e+00;8.2403317598812240e+00
3.6550333177569096e+00;2.4254225697642102e+00;7.1178534617444056e+00;2.5165210617736240e+00;2.0424965311781826e+00;1.6926727426260356e+01
5.8211655504265885e+00;9.1643160963715581e-02;1.6266680743567388e+01;1.3249398523122080e+00;1.0603339725278338e+00;3.8770663596449086e+00
6.3717967395424200e+00;3.8917306797032003e-01;1.0292564173407449e+01;1.3029775290615089e+00;1.2326748827615757e+00;5.1867993103221162e+00
3.2648375707603123e+00;2.7352998833699131e+00;1.3895952743914163e+01;4.1736715207582069e+00;2.1322868487209772e+00;1.5963668843171098e+01
2.8936348108548229e+00;4.4534136032527577e-01;1.1673457109164568e+01;1.8916333301747614e+00;1.2985740187438797e+00;8.4935532050524021e+00
2.5817630394028415e+00;2.0310747335179016e-01;1.2632989559090994e+01;2.5705666032308638e+00;1.8899177080502128e+00;1.0684076859673112e+01
-1.1711114141813317e+00;2.2781044281015363e+00;1.1681301389072345e+01;3.0181026737584964e+00;2.1099938603654196e+00;1.3031471894838134e+01
4.5582595340118495e+00;-6.3278523650648877e-01;1.5635771016758104e+01;3.4422267381041740e+00;1.6743426062500200e+00;9.5435059366857473e+00
3.5904291579060876e+00;2.8265023377042873e+00;1.0761554523114986e+01;2.1655322526294514e+00;2.6366293658608488e+00;2.1382077078917415e+01
7.2934511617167868e+00;3.3426798208088565e-01;1.0370645475832969e+01;1.1279955636862091e+00;1.5006287835316248e+00;5.7715367913339595e+00
6.9220128100306102e+00;8.2509787327675133e-01;1.2981779530780525e+01;8.9240955688485035e-01;1.4676655584126130e+00;7.9582249564163394e+00
5.5232076765761970e+00;4.0891369454345430e+00;1.1135578053098433e+01;2.8656320988659214e+00;1.3694825455274227e+00;8.1047304050551663e+00
4.6006715573794421e-01;2.0807301384677084e+00;1.1214205687993145e+01;4.3013431264888560e+00;1.7483661201052449e+00;9.1775664390036074e+00
3.6647094643150417e+00;-5.9663080705286253e-02;1.2655101220195364e+01;2.9070398252417058e+00;1.3488017942422921e+00;1.2157921438606193e+01
1.2015241746668117e+00;2.3644427044357721e-01;1.3775023788609264e+01;3.5978092474837799e+00;1.8201811590427572e+00;1.0859311089981491e+01
1.0836871245175758e-01;5.1690487891108872e-01;1.2377303619449481e+01;4.0576264252945933e+00;1.8733647325185916e+00;1.0549013277917135e+01
5.7430418609321110e-01;1.4910927057630086e-02;1.1513605277257144e+01;2.1810890724645637e+00;1.3883328192853741e+00;7.4389269109178242e+00
2.5041852199507089e+00;6.1931884429502940e-02;1.6161901788706661e+01;2.0531694819972630e+00;1.8045648639716871e+00;1.2474621954113378e+01
3.5924441001650220e+00;9.2439402874180376e-01;6.4313544723994891e+00;4.6955748362735678e-01;1.1897268953918820e+00;6.1773683326078697e+00
3.1926044456192018e+00;1.5944403308851816e+00;9.1313101681827931e+00;8.7935664421199922e-01;1.6256018460835224e+00;1.2182200959190151e+01
7.2555438206015177e-01;5.1686136628469959e-01;1.2908422126762350e+01;2.6579419814986252e+00;1.1011850920820441e+00;6.6356907047887743e+00
9.9685238496333506e-01;6.1554683891173578e-01;8.2103076761365426e+00;6.7790771986671028e-01;1.7530590160878481e+00;8.9903579447641366e+00
3.1643053592014185e+00;-4.5895311838601471e-01;7.4213675606006664e+00;1.4339708294306734e+00;1.7922584373277848e+00;1.2940649866374423e+01
1.6954754050619342e-01;4.0342327833029790e-01;1.1030021772712391e+01;3.4039126267198285e+00;2.2988200203755813e+00;1.5404085360541670e+01
4.7780563502425402e+00;-7.8284159962592526e-02;1.2083728890189665e+01;3.4170928636364626e+00;1.8546192652806610e+00;1.0513881348348047e+01
6.7744202775989724e+00;1.9699693785292191e-01;9.6536495866020715e+00;1.3275918469051997e+00;1.9752084145736726e+00;6.3365159071074704e+00
-1.4420045844844758e+00;2.1977461311374094e+00;1.1502184668374987e+01;2.8324674513442392e+00;2.0528613767857578e+00;1.2521096178353279e+01
3.5806375357441045e+00;2.6735177769188332e+00;1.3974757060793760e+01;2.8757631295707871e+00;1.9378224123673304e+00;1.2967387837570516e+01
6.8984718465550543e+00;3.6075157949089492e-01;9.5754918749681561e+00;2.6818563824131747e+00;1.1860890795385222e+00;7.5525136641861188e+00
3.1594238111621471e+00;1.8080167043846627e+00;9.0874581881729561e+00;1.3969486540032867e+00;1.8617160732101772e+00;1.1669092603961065e+01
5.3499081508438397e+00;5.6778606804358911e-01;8.6647300892524743e+00;8.5374524645536265e-01;1.8286849155809726e+00;9.8020599296210857e+00
3.4327608449905034e+00;2.8076873641179134e-01;9.4320929530165465e+00;1.7171475535036564e+00;9.4490332732736848e-01;5.9002315872607314e+00
3.3767509384461429e+00;-4.5491180434091269e-02;1.3328120410293058e+01;3.2505149179438177e+00;2.3390514772965907e+00;1.8099460760523051e+01
2.0438730538476277e+00;-6.3062201567726950e-01;8.4396175251687300e+00;1.9949277701151802e+00;1.1866931428908782e+00;7.4562646197455313e+00
5.1200324620348209e-02;3.5076264514332472e-01;7.7440274448838160e+00;2.3813013587559153e+00;1.1085897667367111e+00;6.3720061724789856e+00
3.4112526084615551e+00;3.9868994869415947e-02;1.0523590408150161e+01;4.0508300615303297e+00;2.0051223749941163e+00;1.3692385168387270e+01
-7.7432660494586669e-01;-3.6265976774071529e-01;9.8617138197767584e+00;3.8786888175708714e+00;2.6435876205197113e+00;2.0066933657442011e+01
3.1143552663100151e+00;3.6497185258868531e-01;6.8491941358039981e+00;1.6915279249256789e+00;1.0629383850894720e+00;4.5442018334750705e+00
3.8235353545745605e+00;1.3113123285404571e-01;1.2161790056914381e+01;5.1178334917706803e+00;2.0667463405884665e+00;1.4741573666195697e+01
4.6027215402365682e+00;1.7164096268530918e-01;1.0565452800064326e+01;1.8060787801759024e+00;1.9404047150731272e+00;9.2254246722806954e+00
-8.1292647901294957e-01;3.3741315169831376e-01;7.2032470972750442e+00;1.3862361526444742e+00;4.3023666982092168e-01;7.0103925824589697e-01
6.2656825113170749e+00;2.6189123567749295e-01;7.3139818948959148e+00;5.0756295833784315e-01;1.1404515979168210e+00;5.3948222740973906e+00
4.0684233093447810e+00;2.9894478807568214e-01;8.3487246924587630e+00;1.4805082537160459e+00;9.8501060649014938e-01;3.6155871243584636e+00
-1.4140576074355926e+00;2.4328960977921327e-01;1.4059340163455428e+01;2.9118583106856519e+00;1.7323537675800074e+00;1.1009463367300988e+01
-1.3260561457075122e+00;5.4361785053345912e-01;1.1489029612591469e+01;2.9684595977780410e+00;1.9159844126110230e+00;7.2856597382847097e+00
3.0197111433595580e+00;2.6868859709457298e+00;1.1840679828862145e+01;5.1724939999101949e+00;2.0363273902775290e+00;1.6280504948997070e+01
3.7811457836877223e+00;1.3694872354493826e-01;9.0269374158114353e+00;3.0420968802218331e+00;1.7910146744073632e+00;1.4230106733274541e+01
3.3697956424439535e+00;7.9471155854407749e-01;9.7161569170864031e+00;1.8705224661493043e+00;1.4916005088155637e+00;1.0496967240615357e+01
3.2573865094952197e+00;5.5099051637576657e-01;9.1237249911067622e+00;2.8483035361234812e+00;1.5964689640281042e+00;9.8958522376461939e+00
5.4486656087337222e+00;5.5281127258922524e-01;8.2375719690592568e+00;2.4116790421818965e+00;1.2223518938450064e+00;8.2847480675105380e+00
1.9750136910763996e-01;1.4255064320661281e-01;1.0988501796850059e+01;4.5854213937486277e+00;1.7343854222879744e+00;1.3423035913419355e+01
2.2969757621855297e-01;1.2544075603355636e+00;1.7135373777215605e+01;2.8739323975552344e+00;1.5041147797613856e+00;7.9269269901954038e+00
-6.6901799473834900e-01;2.8881267250609524e+00;1.1633435615261892e+01;1.9541463710686351e+00;1.6718465402024123e+00;1.1805003869060881e+01
3.5808325462451633e+00;2.4135052912522692e+00;1.0345417602097543e+01;5.9910936944250590e+00;2.4410389376529498e+00;1.7196835462075793e+01
1.9892493072014994e+00;3.9706109229626840e-01;1.2798509815492912e+01;3.6871906131661163e+00;8.8970027001259777e-01;1.5413967378785658e+00
-2.4552499081622998e+00;6.0039700708303695e-02;8.9535311087835581e+00;1.0066797097122957e+00;7.3902246225918611e-01;3.0261454945868524e+00
6.4908731571316869e+00;1.6773845359461065e-01;9.5476282625373763e+00;1.4902127151238540e+00;8.0247916000712594e-01;3.2369321947175540e+00
3.4598193954542089e+00;2.7663627471071051e+00;9.5909212502281225e+00;7.5561912315676838e-01;1.6627114473467546e+00;1.3664306984848277e+01
4.1346238669997302e+00;-1.0388919757494842e-01;1.4200814646025101e+01;3.5111145729823550e+00;2.5986061077650362e+00;1.7848117303795739e+01
-4.5298035505610901e-02;3.9684051032579215e-01;1.5194189460898109e+01;4.5674557342309292e+00;1.6550005167090531e+00;1.1896111427280003e+01
2.5556111033858206e+00;1.4991028107147699e+00;1.3711575194949075e+01;4.0138021846292835e+00;2.4786938455397323e+00;1.7885371782877673e+01
7.0610990506670941e+00;3.9232233243725051e-01;1.1338950395044877e+01;1.0709277158057375e+00;1.5870123484248502e+00;6.9483022101841563e+00
4.9291554678558063e+00;4.4090546226933719e-01;9.8721141823744514e+00;2.5306487564319791e+00;1.5392654615240142e+00;9.6186662677117027e+00
3.1282266333200988e+00;-7.1365869253122693e-01;1.4594402894332811e+01;2.3298476902562788e+00;1.0519980656208501e+00;7.1273962656088257e+00
3.1044315216185288e+00;3.0203158216371619e+00;1.3450052589047242e+01;2.4359557094479980e+00;1.6375205434073425e+00;1.2818189521154332e+01
3.6554327138055545e+00;3.8709364880375645e+00;9.6069991776871468e+00;2.8935198876786306e+00;1.4043701984159997e+00;1.1560853515194029e+01
4.5254373383872544e+00;5.6609251452590670e-01;1.5300069812310673e+01;1.2199292714481262e+00;1.3172996382723461e+00;7.7651918477249762e+00
3.4086449428486576e+00;-3.1347969920392890e-02;1.0833886954975805e+01;2.7718933177893144e+00;2.0885028908797736e+00;1.5678043252301304e+01
3.5691117854421543e+00;2.3666536270679046e+00;1.2977392863839603e+01;2.5172508718850941e+00;2.1984955049423109e+00;1.5534952725594092e+01
3.4651785925605276e+00;3.1051207782877022e+00;8.4683882086489035e+00;1.3566896846912666e+00;2.2368180585962927e+00;1.4733186154845150e+01
2.8126973219363194e-01;1.0541467880475730e+00;1.1645804290771933e+01;1.2036911467334521e+00;9.1267843186466213e-01;6.2799208096165398e+00
-1.7783874066894109e-01;4.3125645618331787e-01;1.1264646289864201e+01;2.8031741478236065e+00;2.0388887886639995e+00;1.3589657715931070e+01
3.8960283576192292e+00;4.2054305787423107e-01;6.3018209617839558e+00;5.8416719892317182e-01;1.5159779067778785e+00;7.7983350579464989e+00
3.7581845660442998e+00;2.2888776298258134e-01;1.4898904271238443e+01;4.9988773146614474e+00;1.9302642786724797e+00;9.3159954789662578e+00
-5.0592771831152339e-01;-1.8082215803332574e-01;8.0148125185855257e+00;2.4145211534530380e+00;2.3396323227021067e+00;1.6195677424800952e+01
3.5443391681028564e+00;2.5600891041049811e+00;1.0485559253051342e+01;2.7847981607619592e+00;1.6630051599360545e+00;1.3166180082254522e+01
3.1653874280848338e-01;-1.8681594413697258e-01;1.1899845622020459e+01;3.5905848145655441e+00;2.0157760493566119e+00;1.5037625053523264e+01
7.7889919748074554e-01;2.0013555806410938e-01;1.1987788543168834e+01;2.7736140200087354e+00;2.6981449180815411e+00;2.0687969176778317e+01
3.0876165023977094e+00;2.5899399354755350e+00;1.3881135129287772e+01;4.0494245147468400e+00;2.1615444912346087e+00;1.6672966990422875e+01
-9.5694908174366977e-01;3.9108254245552437e-01;9.0865275899416496e+00;2.1543582205793368e+00;1.4725677245544149e+00;7.5271800801604947e+00
5.9338186353567792e+00;6.6859696413461789e-01;1.2380790357101217e+01;2.2226944130253128e+00;1.7858991616361635e+00;9.8735134891724385e+00
1.1670224164049490e+00;4.7430060395477663e-01;7.0312986301398528e+00;1.6079141586513002e+00;1.2251421196225727e+00;5.9854739137279704e+00
-3.3221739452448107e-01;2.1167435000701731e-01;1.3940238628186604e+01;4.9847720740881307e+00;2.9042558250004866e+00;1.8144186974624901e+01
3.7479573012898282e+00;-2.4317755592212006e-01;9.6518046715986134e+00;2.0772592021095475e+00;1.6205762929899119e+00;1.2406417590635961e+01
-9.8753637602832622e-01;1.8600323055424867e-01;1.0004026504041132e+01;3.6595907875687832e+00;1.6260034294993069e+00;1.0120257260913935e+01
6.2895142735603713e+00;3.9040370595510798e-01;8.5254458337855272e+00;1.4873076912668366e+00;1.2001479768669754e+00;6.1862568275933132e+00
-1.9377460777476769e+00;-9.6146748167573914e-01;1.0729641138052591e+01;2.1460139885216249e+00;1.3168210153225981e+00;9.9594774163102961e+00
3.6541923272986727e+00;-2.5900628863722275e-01;9.9593508060386959e+00;2.4376768894920788e+00;1.9732652893265732e+00;1.5496632974754421e+01
9.1370643715163418e+00;2.1224331005202049e-01;1.3666662498141234e+01;2.1643922374280202e+00;9.4393814847899471e-01;4.8000638680952799e+00
-1.2792947302544051e+00;6.7868749515562721e-01;1.2133731296417949e+01;4.6075338795226095e+00;1.2559405453718790e+00;1.1482218620641296e+01
3.4023281560087866e+00;-5.9942720187480170e-01;1.2983767386098245e+01;1.8432061084668048e+00;1.3483784950736550e+00;8.9280667003130407e+00
3.6447995122966064e+00;-9.3873007214485105e-02;1.1879616864100953e+01;2.2602529778135616e+00;1.3911101035752291e+00;9.7291571680793325e+00
3.8049389862623055e+00;-3.1069206214828452e-02;1.2571984602231476e+01;3.4702810192948639e+00;2.4747197389505291e+00;1.7027613583281060e+01
-2.1204933746028249e+00;2.5770677844959200e-01;7.7178415986392377e+00;1.1982266310361100e+00;1.2006551911836871e+00;6.0162085289806386e+00
5.1996361991951288e+00;7.7801340216282366e-01;1.6061095791375003e+01;1.6736488876775604e+00;1.2199574600465781e+00;5.6822761814825915e+00
3.4424168544762219e+00;-2.1991171387073960e-02;8.5830817162540516e+00;2.4634012547647068e+00;1.9157081511107779e+00;1.1415895518387822e+01
4.2746180995610086e+00;2.2571579275015949e+00;8.5369883644676037e+00;1.8150357112487696e+00;1.8161625032327069e+00;1.0054172645731374e+01
3.0095629855270660e+00;1.9340802883785795e+00;9.7613493284862987e+00;2.9193986292709515e+00;2.1110118815259389e+00;1.2747260203426615e+01
-5.1639907444862843e-01;2.5750316232830208e+00;1.1599313758465319e+01;4.5738723401401211e+00;2.0021625677753496e+00;1.3506912611897006e+01
3.0817125994172865e+00;-1.6048074619910102e-01;1.0091855284398990e+01;3.0456666729217989e+00;1.4551327475542104e+00;1.1328031641062454e+01
2.8492727105031757e-01;2.5359141970430221e-01;8.4792708373081354e+00;3.6504378499256189e+00;1.4070738721759699e+00;9.3495534236665101e+00
3.7281167936578408e+00;3.5957716759686359e-01;1.4821059756602068e+01;1.0507667639118776e+00;1.2655214310541900e+00;7.9326672892531862e+00
3.9286775748424554e+00;2.1300447511873177e-01;1.0503025496410562e+01;1.0566391751043309e+00;1.3295250715214346e+00;2.8440875356952979e+00
6.3163704439117438e+00;3.8175113307967684e-01;6.6630671467084541e+00;5.9620165497305710e-01;1.2715016158514751e+00;5.6032341419931271e+00
1.3334184758561420e+00;2.9520198665930264e-01;9.1347373990221108e+00;6.0212838255624912e-01;1.4718826291521903e+00;6.6306725033151483e+00
3.4937901499980386e+00;1.5242628096432012e+00;1.0098497215148301e+01;1.9340953056295711e+00;1.5704786552246726e+00;1.0759888599845437e+01
5.8794927045187730e+00;1.5862824297950656e-01;1.2643158321268462e+01;2.3056679468704795e+00;1.3609569329013349e+00;5.4977563368017606e+00
3.3082282786284201e+00;2.7312209693459777e-01;1.1642653521172006e+01;1.5696597817838578e+00;1.2921271679730078e+00;8.5007694158554798e+00
3.7230577334750308e+00;4.4285413907514165e-01;7.9267993647452366e+00;2.1897631512447537e+00;1.7480595432894133e+00;1.0767366504797248e+01
3.3980155126902329e+00;3.0613754800220767e+00;1.0214887650848679e+01;3.4121028631070986e+00;1.9523353238141474e+00;1.3394429138105465e+01
7.5334812609461488e-01;3.6395910447553881e-01;9.5279355905782541e+00;2.7022877931209255e+00;1.4783082235490022e+00;7.6234145842445979e+00
1.0455696018692917e+00;7.8590943926176146e-02;1.0096935345129982e+01;2.1735285343844732e+00;4.5668293821994660e-01;1.5622436350066606e+00
1.3949517392962807e-01;-1.0584638822282610e-02;1.4723207523382182e+01;3.2880988058380924e+00;1.5343732284362748e+00;1.1745050285908404e+01
6.0160519770256551e+00;2.6613860228133799e+00;1.4722726181117379e+01;7.7969889521559290e+00;2.5767732241840755e+00;2.2280386140833421e+01
-6.9898293152977631e-01;4.5058584931702667e-01;1.1828050718319950e+01;2.0697805452642530e+00;8.4155423013188180e-01;2.8731072186649791e+00
-2.9386166238531004e+00;3.6221259093011726e+00;9.3169381973001784e+00;3.0513499869596630e+00;2.0402920199499182e+00;1.2173023085655993e+01
6.2496267365767855e+00;3.3834740474292568e-01;1.0449653089710202e+01;1.8713614896972208e+00;1.1047626407932478e+00;5.4939977044524859e+00
3.0648177710053508e+00;2.2654716837222999e+00;9.7680438104548362e+00;2.7356611051388584e+00;1.4306997103580616e+00;1.1021541184740803e+01
3.7254489388991203e+00;-4.9624622840951524e-02;1.4077942778920029e+01;4.4939922717416163e+00;2.5129632743656458e+00;1.7262105400352809e+01
3.5349534775526710e+00;-1.1639258122413086e-03;1.0966966949691091e+01;3.1108164589216547e+00;2.5653098499053995e+00;2.1668100853213716e+01
-2.2087281104211565e+00;1.8142163352201959e+00;1.3282196681824358e+01;3.3191802042408303e+00;1.2097465820536890e+00;6.5053479397453380e+00
3.3696076617058370e+00;2.8822615378639447e+00;1.4005874742489913e+01;4.5278151445527932e+00;2.2883856578127149e+00;1.8504432287747004e+01
5.5606913560625566e+00;-9.8664529627895903e-02;8.8917312576563159e+00;1.7301448176576124e+00;1.2467449242913775e+00;7.9496993323896143e+00
4.8479530993522744e+00;6.5722684945750875e-01;1.1605838506773081e+01;1.8834539715516092e+00;1.0060868835551460e+00;5.0687813706091038e+00
5.9412168406023698e+00;1.0432240437977098e+00;1.0500436695062213e+01;1.8734395270353223e+00;1.2557277876167277e+00;6.9795637669444384e+00
1.7352628312944545e+00;3.2362137845717478e+00;1.3143389436148800e+01;2.7674051265373851e+00;1.7907044529228631e+00;1.2357009741463456e+01
4.0228452261481173e+00;2.9696077870302845e-01;6.5130764639781669e+00;7.4290034297418428e-01;6.3000910325496406e-01;2.5640658598293937e+00
3.7012137710170543e+00;6.0221239361476342e-01;1.4626673100498415e+01;2.9709809150112050e+00;2.1463644052928967e+00;1.0894354187238022e+01
3.5428655062888232e+00;2.1455506481657811e+00;1.3114125234579818e+01;5.1549336398981742e+00;1.5014961243766045e+00;1.2290963185865605e+01
5.8128864187199669e+00;4.5704105847274284e-01;9.4682619389299791e+00;2.2042596835784978e+00;9.5506631623973881e-01;5.2099848401409892e+00
1.9207923199191741e+00;5.3173662734826155e-03;1.0559593435736073e+01;3.8412275359967838e+00;1.8308411298027965e+00;1.2578763824295228e+01
3.3979654745170413e+00;-2.1430662819571220e-01;1.2514749618677468e+01;3.0806473865169828e+00;1.7288972336661439e+00;1.2139959339760892e+01
-2.7912040468734972e-01;2.6211195743579674e-01;1.0751027054712866e+01;2.0608407932852875e+00;1.1137414741348024e+00;6.1137410307148494e+00
